City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
285,eastham,41.8301,-69.9739,23.92,83,75,3.6,US,1721759673
286,buturlino,55.5667,44.8974,14.46,70,3,1.2,RU,1721759674
287,port alfred,-33.5906,26.891,15.22,60,0,3.72,ZA,1721759675
288,novoleushkovskaya,45.9956,39.9921,20.99,91,35,1.55,RU,1721759677
289,nadi,-17.8,177.4167,23.0,73,40,4.63,FJ,1721759678
290,jurm,36.8648,70.8342,19.84,43,0,1.25,AF,1721759679
291,vadso,70.0744,29.7487,26.49,56,0,3.09,NO,1721759680
292,murray bridge,-35.1167,139.2667,14.08,55,100,5.08,AU,1721759681
293,lompoc,34.6391,-120.4579,27.69,60,0,5.66,US,1721759617
294,tezu,27.9167,96.1667,24.15,98,100,0.84,IN,1721759684
295,yuzhno-kurilsk,44.0306,145.8556,17.29,100,100,3.11,RU,1721759685
296,presidente medici,-11.1753,-61.9014,36.27,15,14,1.57,BR,1721759686
297,porto novo,6.4965,2.6036,25.9,82,28,4.07,BJ,1721759687
298,cobija,-11.0267,-68.7692,34.1,46,20,3.09,BO,1721759689
299,la passe,45.5549,-0.8967,26.13,85,0,4.14,FR,1721759690
300,buga,3.9009,-76.2978,27.84,51,99,0.71,CO,1721759691
301,talcahuano,-36.7167,-73.1167,11.82,87,100,5.66,CL,1721759592
302,thongwa,16.7619,96.5278,26.09,91,100,3.01,MM,1721759694
303,watampone,-4.5386,120.3279,22.72,90,65,1.33,ID,1721759695
304,yelan'-koleno,51.1523,41.2306,18.58,63,100,3.84,RU,1721759696
305,ashland,40.8167,-82.2665,28.83,68,23,3.93,US,1721759697
306,walvis bay,-22.9575,14.5053,11.72,87,14,1.54,NA,1721759700
307,lorengau,-2.0226,147.2712,26.16,84,94,2.28,PG,1721759701
308,youghal,51.95,-7.8506,17.56,86,100,4.1,IE,1721759702
309,annau,37.8876,58.516,32.72,38,0,4.12,TM,1721759705
310,castillos,-34.1667,-53.8333,20.75,75,6,1.37,UY,1721759706
311,bikenibeu village,1.3673,173.1241,27.98,83,40,2.57,KI,1721759707
312,tazovsky,67.4667,78.7,8.78,64,99,7.04,RU,1721759708
313,oravita,45.0325,21.6894,25.15,50,47,1.08,RO,1721759711
314,shendi,16.6915,33.4341,32.8,43,91,5.32,SD,1721759712
315,arendal,58.4615,8.7725,18.89,75,20,2.99,NO,1721759713
316,revda,56.801,59.9303,10.86,71,100,0.95,RU,1721759714
317,plastun,44.7561,136.2939,16.15,97,100,0.87,RU,1721759715
318,enewetak,11.3474,162.3373,28.38,78,29,7.12,MH,1721759716
319,al jawf,29.5,38.75,31.01,14,7,3.48,SA,1721759718
320,karwar,14.8,74.1333,27.79,84,100,8.15,IN,1721759719
321,kiama,-34.6833,150.8667,10.88,72,43,0.89,AU,1721759720
322,madison,34.7334,-86.5667,24.96,95,75,1.54,US,1721759535
323,astrakhan,46.3497,48.0408,26.93,69,0,3.0,RU,1721759722
324,khabary,53.6259,79.5345,18.45,79,92,2.37,RU,1721759723
325,calama,-22.4667,-68.9333,21.27,16,0,9.77,CL,1721759697
326,rio guayabal de yateras,20.3667,-75.0167,32.99,47,77,2.38,CU,1721759726
327,char bhadrasan,23.3167,90.2167,26.64,94,100,3.41,BD,1721759727
328,gubkin,51.2817,37.5458,18.0,77,71,1.59,RU,1721759728
329,nizhniy kuranakh,58.8353,125.4869,15.49,81,10,0.42,RU,1721759729
330,woolgoolga,-30.1106,153.2007,9.93,86,2,2.57,AU,1721759730
331,kolwezi,-10.7148,25.4667,18.31,29,5,2.26,CD,1721759732
332,nizhneangarsk,55.7833,109.55,15.05,86,88,1.21,RU,1721759733
333,ternate,0.8,127.4,24.04,95,100,2.44,ID,1721759734
334,kathmandu,27.7167,85.3167,23.12,100,75,1.54,NP,1721759437
335,baker city,44.7749,-117.8344,31.9,18,0,2.44,US,1721759491
336,bamboo flat,11.7,92.7167,29.05,84,75,5.14,IN,1721759737
337,punta del este,-34.9667,-54.95,16.06,82,75,2.57,UY,1721759739
338,lodeynoye pole,60.726,33.5531,17.64,72,0,1.78,RU,1721759740
339,kayes,14.0,-11.0,28.9,72,17,2.78,ML,1721759741
340,lugu,23.7464,120.7525,24.02,89,100,1.3,TW,1721759743
341,chadron,42.8294,-102.9999,33.31,25,0,0.89,US,1721759744
342,tofol,5.3248,163.0078,28.21,74,91,3.91,FM,1721759746
343,pisco,-13.7,-76.2167,18.34,77,4,4.63,PE,1721759748
344,timimoun,29.2639,0.231,46.21,9,0,3.09,DZ,1721759749
345,novo cruzeiro,-17.4681,-41.8753,23.97,37,1,2.74,BR,1721759750
346,lautoka,-17.6167,177.4667,22.92,73,40,4.63,FJ,1721759752
347,saldanha,-33.0117,17.9442,13.03,84,100,3.83,ZA,1721759753
348,lionel town,17.8101,-77.2406,33.28,61,0,7.49,JM,1721759754
349,agat village,13.3886,144.6585,28.06,88,0,2.57,GU,1721759755
350,nova sintra,14.8667,-24.7167,24.95,80,100,4.2,CV,1721759756
351,tekirdag,40.978,27.5085,25.64,71,61,5.12,TR,1721759758
352,okhotsk,59.3833,143.3,15.05,82,100,1.08,RU,1721759759
353,vila velha,-20.3297,-40.2925,23.97,79,20,6.69,BR,1721759675
354,kaa-khem,51.6833,94.7333,17.02,71,100,1.68,RU,1721759762
355,vorkuta,67.5,64.0,10.34,69,73,3.75,RU,1721759763
356,bakchar,57.0186,82.0711,17.65,69,100,1.13,RU,1721759715
357,tidjikja,18.5564,-11.4271,22.48,84,99,10.45,MR,1721759766
358,quelimane,-17.8786,36.8883,22.97,78,20,0.0,MZ,1721759767
359,neryungri,56.6709,124.6491,14.88,90,0,1.45,RU,1721759768
360,port shepstone,-30.7414,30.455,17.02,83,8,4.9,ZA,1721759770
361,karratha,-20.7377,116.8463,19.03,70,2,3.58,AU,1721759771
362,monywa,22.1167,95.1333,28.19,73,76,6.73,MM,1721759772
363,souillac,-20.5167,57.5167,22.21,73,20,1.54,MU,1721759773
364,pangody,65.85,74.4859,9.05,68,87,4.63,RU,1721759774
365,skerries,53.5828,-6.1083,19.6,75,100,3.47,IE,1721759777
366,manta,-0.95,-80.7333,26.88,69,0,6.17,EC,1721759532
367,cadale,2.7603,46.3222,25.23,84,74,7.55,SO,1721759779
368,shohimardon,39.9839,71.8028,21.43,54,96,0.78,UZ,1721759780
369,dolores,-36.3132,-57.6792,20.22,64,100,3.68,AR,1721759781
370,gaiman,-43.2897,-65.4929,20.71,29,100,4.32,AR,1721759783
371,shahdad kot,27.8477,67.9055,35.89,51,49,6.05,PK,1721759784
372,chasong,41.4608,126.6414,18.44,99,99,1.25,KP,1721759785
373,flying fish cove,-10.4217,105.6791,23.82,83,100,3.6,CX,1721759786
374,squamish,49.7014,-123.1512,22.07,59,100,4.47,CA,1721759787
375,loikaw,19.6742,97.2094,21.45,95,100,1.2,MM,1721759788
376,okulovka,58.4008,33.2908,16.29,66,2,1.38,RU,1721759790
377,juneau,58.3019,-134.4197,12.45,98,100,4.63,US,1721759792
378,mugia,43.1041,-9.2179,26.76,83,0,11.34,ES,1721759793
379,kolonia,50.9333,6.95,21.09,73,75,8.75,DE,1721759746
380,howick,-29.4779,30.2306,9.21,47,99,1.74,ZA,1721759796
381,nehe,48.4833,124.8333,18.16,74,100,3.11,CN,1721759797
382,malango,-2.9627,119.9001,19.59,99,100,0.53,ID,1721759798
383,lerwick,60.1545,-1.1494,14.0,76,0,4.0,GB,1721759799
384,kerikeri,-35.2268,173.9474,11.71,89,38,3.6,NZ,1721759800
385,erenhot,43.6475,111.9767,26.86,45,100,2.55,CN,1721759802
386,salalah,17.0151,54.0924,25.05,100,100,2.57,OM,1721759803
387,prince rupert,54.3161,-130.3201,13.83,91,100,6.17,CA,1721759804
388,la foa,-21.7108,165.8276,19.14,79,100,1.1,NC,1721759805
389,ormara,25.2088,64.6357,28.65,87,99,5.02,PK,1721759806
390,torbat-e jam,35.244,60.6225,29.67,24,1,5.58,IR,1721759808
391,lata,40.1629,-8.3327,28.95,30,0,1.67,PT,1721759809
392,la sarre,48.8002,-79.1996,20.06,49,100,0.92,CA,1721759810
393,piti village,13.4626,144.6933,28.03,88,0,2.57,GU,1721759811
394,harstad,68.799,16.5293,17.36,96,100,4.02,NO,1721759812
395,sompeta,18.9333,84.6,26.31,87,100,4.26,IN,1721759813
396,tomohon,1.3346,124.8392,21.52,93,100,1.35,ID,1721759815
397,richfield,44.8833,-93.283,24.71,75,100,3.6,US,1721759617
398,ingeniero luis a. huergo,-39.0833,-67.2333,20.59,20,96,5.75,AR,1721759817
399,siwa oasis,29.2041,25.5195,35.65,19,5,3.34,EG,1721759818
400,aykhal,66.0,111.5,9.81,65,100,3.47,RU,1721759819
401,nova vicosa,-17.8919,-39.3719,23.62,60,0,2.9,BR,1721759820
402,bireun,5.203,96.7009,25.89,77,79,2.09,ID,1721759822
403,antalaha,-14.9003,50.2788,19.99,82,10,3.39,MG,1721759823
404,prabumulih,-3.45,104.25,22.03,93,96,1.49,ID,1721759824
405,kununurra,-15.7667,128.7333,10.99,82,56,0.0,AU,1721759825
406,libertad,8.9442,125.5019,24.55,89,100,1.19,PH,1721759826
407,boyalik,41.2634,28.6314,27.18,80,0,4.36,TR,1721759828
408,bereket,39.2446,55.5154,28.52,56,0,5.01,TM,1721759829
409,nouadhibou,20.931,-17.0347,23.99,73,72,4.63,MR,1721759830
410,amga,60.8953,131.9608,12.34,97,14,0.47,RU,1721759831
411,dalnegorsk,44.5604,135.5701,18.0,97,100,0.72,RU,1721759832
412,sur,22.5667,59.5289,34.54,53,94,0.98,OM,1721759833
413,jalqani,12.4486,34.2186,24.8,80,97,4.16,SD,1721759835
414,tsagan aman,47.5639,46.7218,24.04,58,100,4.26,RU,1721759836
415,ovalle,-30.5983,-71.2003,17.39,39,0,2.92,CL,1721759837
416,lodwar,3.1191,35.5973,30.35,43,100,1.24,KE,1721759838
417,toliara,-23.35,43.6667,20.98,61,0,4.8,MG,1721759839
418,ixtapa,20.7,-105.2,32.9,66,40,2.24,MX,1721759840
419,bafata,12.1667,-14.75,26.04,89,100,3.43,GW,1721759842
420,kapit,2.0167,112.9333,25.37,88,100,0.32,MY,1721759843
421,margate,51.3813,1.3862,21.04,75,72,2.54,GB,1721759844
422,pico truncado,-46.7949,-67.9573,13.84,47,100,10.14,AR,1721759845
423,kuna,43.4918,-116.4201,34.29,30,100,3.09,US,1721759846
424,inirida,3.8653,-67.9239,27.75,83,100,1.39,CO,1721759848
425,al abyar,32.19,20.5965,24.84,71,0,5.2,LY,1721759849
426,mournies,35.4764,24.0092,28.79,83,0,3.09,GR,1721759850
427,louisville,38.2542,-85.7594,31.14,59,20,2.57,US,1721759823
428,gardnerville ranchos,38.8882,-119.7413,35.01,25,0,2.57,US,1721759852
429,lockwood,45.8191,-108.4149,34.59,28,0,2.94,US,1721759854
430,bridgewater,44.3835,-64.5155,18.15,100,100,0.51,CA,1721759855
431,chonchi,-42.6128,-73.8092,10.62,83,83,1.7,CL,1721759856
432,al kharijah,25.4514,30.5464,35.27,16,85,4.52,EG,1721759857
433,xilin hot,43.9667,116.0333,20.88,67,11,1.63,CN,1721759859
434,epanomi,40.4264,22.9286,29.34,60,0,1.16,GR,1721759860
435,turabah,21.2141,41.6331,29.87,20,100,8.6,SA,1721759861
436,port douglas,-16.4833,145.4667,21.4,81,100,6.82,AU,1721759862
437,la'ie,21.6477,-157.9253,25.98,87,64,4.92,US,1721759863
438,ban nong wua so,17.2675,103.2247,24.98,90,100,5.17,TH,1721759865
439,maumere,-8.6199,122.2111,22.52,89,85,1.63,ID,1721759866
440,sisimiut,66.9395,-53.6735,7.41,80,20,6.06,GL,1721759867
441,quang ngai,15.1167,108.8,27.29,71,100,1.99,VN,1721759868
442,antonio enes,-16.2325,39.9086,22.09,71,4,3.36,MZ,1721759869
443,fale old settlement,-9.3852,-171.2468,28.01,77,100,8.41,TK,1721759871
444,kyabe,9.4515,18.9449,23.66,91,67,1.77,TD,1721759872
445,dubrovnik,42.6481,18.0922,29.8,54,0,4.12,HR,1721759717
446,sumbe,-11.2061,13.8437,21.25,82,84,3.72,AO,1721759874
447,luderitz,-26.6481,15.1594,13.08,79,3,3.8,NA,1721759877
448,limache,-33.0167,-71.2667,16.56,60,63,1.74,CL,1721759878
449,praia,14.9215,-23.5087,28.3,61,75,4.12,CV,1721759879
450,oodweyne,9.4092,45.064,26.89,42,73,9.5,SO,1721759880
451,smithers,54.7804,-127.1743,15.18,51,100,2.57,CA,1721759881
452,carutapera,-1.195,-46.02,29.62,65,100,4.55,BR,1721759883
453,north battleford,52.7834,-108.2847,17.05,94,100,9.26,CA,1721759884
454,palmerston north,-40.35,175.6167,1.53,96,70,1.53,NZ,1721759885
455,taoudenni,22.6783,-3.9836,42.05,17,1,1.39,ML,1721759886
456,namibe,-15.1961,12.1522,15.94,88,66,2.54,AO,1721759887
457,mouila,-1.8685,11.0559,25.26,67,59,2.55,GA,1721759889
458,inhambane,-23.865,35.3833,21.15,78,0,4.34,MZ,1721759890
459,mukalla,14.5425,49.1242,31.06,59,100,3.21,YE,1721759891
460,kiamba,5.9894,124.6242,25.74,78,77,1.92,PH,1721759892
461,saudarkrokur,65.7461,-19.6394,11.13,88,100,7.44,IS,1721759893
462,al miqdadiyah,33.9786,44.9369,39.47,14,0,7.25,IQ,1721759894
463,santa cruz,-17.8,-63.1667,30.7,34,2,4.12,BO,1721759813
464,surskoye,54.4821,46.7214,15.82,66,100,2.06,RU,1721759897
465,kapuskasing,49.4169,-82.4331,19.05,52,100,4.12,CA,1721759898
466,piacabucu,-10.4056,-36.4344,25.48,68,12,4.28,BR,1721759899
467,minas de marcona,-15.2119,-75.1103,16.85,56,0,8.85,PE,1721759900
468,palu,-0.8917,119.8707,25.1,94,100,0.91,ID,1721759903
469,winnemucca,40.973,-117.7357,34.03,20,0,2.06,US,1721759904
470,hasaki,35.7333,140.8333,27.22,91,38,4.14,JP,1721759905
471,kiunga,-6.1219,141.2906,23.0,99,100,1.08,PG,1721759906
472,prado,-17.3411,-39.2208,23.67,59,0,3.32,BR,1721759907
473,dinard,48.6314,-2.0614,18.88,72,100,4.63,FR,1721759908
474,rio preto da eva,-2.6994,-59.6997,35.99,28,100,2.21,BR,1721759910
475,gopalganj,26.4667,84.4333,30.16,75,100,5.09,IN,1721759911
476,san luis de la loma,17.2706,-100.8939,31.62,61,68,3.82,MX,1721759912
477,port blair,11.6667,92.75,29.02,84,75,5.14,IN,1721759914
478,sonqor,34.7837,47.6004,25.99,24,17,0.62,IR,1721759794
479,kristiansund,63.1115,7.732,16.03,82,75,2.57,NO,1721759917
480,cockburn town,21.4612,-71.1419,28.53,79,3,8.26,TC,1721759878
481,patti,31.2808,74.8572,31.04,68,99,2.19,IN,1721759919
482,terbuny,52.1389,38.2789,16.49,64,9,3.86,RU,1721759920
483,wittingen,52.7269,10.7361,19.26,88,100,4.11,DE,1721759922
484,cuatro cienegas de carranza,26.9833,-102.0833,30.94,39,30,4.78,MX,1721759923
485,suva,-18.1416,178.4415,20.71,100,75,0.0,FJ,1721759924
486,bel ombre,-4.6167,55.4167,25.91,89,20,4.12,SC,1721759925
487,san patricio,28.017,-97.5169,32.14,56,71,4.35,US,1721759926
488,barika,35.389,5.3658,32.63,21,0,8.81,DZ,1721759927
489,vernon,50.2581,-119.2691,25.89,26,0,1.03,CA,1721759929
490,oulunsalo,64.9346,25.4112,23.04,53,0,2.57,FI,1721759930
491,gorontalo,0.5412,123.0595,24.16,92,100,0.37,ID,1721759931
492,olinda,-8.0089,-34.8553,27.85,57,20,7.72,BR,1721759840
493,zouerate,22.7187,-12.4521,40.0,20,0,2.73,MR,1721759933
494,mossel bay,-34.1831,22.146,11.96,81,100,1.95,ZA,1721759935
495,san jorge,-31.8962,-61.8598,26.43,43,0,7.9,AR,1721759726
496,port saint john's,-31.6229,29.5448,17.18,60,2,3.1,ZA,1721759937
497,moyale,3.5167,39.0584,24.12,45,100,2.62,KE,1721759938
498,broken hill,-31.95,141.4333,10.46,57,100,5.68,AU,1721759939
499,urzhar,47.093,81.6294,22.53,53,100,4.05,KZ,1721759940
500,coquimbo,-29.9533,-71.3436,16.85,63,20,4.63,CL,1721759665
501,sant'ambrogio di valpollicella,45.5209,10.8362,29.68,54,0,2.06,IT,1721759943
502,merizo village,13.2658,144.6691,27.85,81,100,5.07,GU,1721759944
503,montrose,38.4166,-108.2673,22.63,15,0,2.69,US,1721759945
504,alotau,-10.3069,150.4462,23.36,97,100,1.37,PG,1721759946
505,borger,52.9233,6.7931,20.04,76,0,4.98,NL,1721759947
506,sarmiento,-45.5882,-69.07,13.4,49,64,1.65,AR,1721759948
507,tommot,58.9564,126.2925,15.36,92,8,0.52,RU,1721759950
508,santa elena de uairen,4.6167,-61.1333,24.19,74,100,3.5,VE,1721759951
509,sao gabriel da cachoeira,-0.1303,-67.0892,30.89,74,40,2.06,BR,1721759952
510,motril,36.7507,-3.5179,27.93,62,5,0.2,ES,1721759953
511,levuka,50.1834,-105.4011,22.85,83,100,8.75,CA,1721759954
512,argo,37.6333,22.7333,27.66,63,91,2.68,GR,1721759955
513,trairi,-3.2778,-39.2689,27.26,69,6,6.67,BR,1721759846
514,kuanda,56.3161,116.0806,20.78,80,97,1.88,RU,1721759958
515,alappakkam,11.6,79.7333,27.23,78,100,3.83,IN,1721759959
516,east london,-33.0153,27.9116,15.52,55,0,3.09,ZA,1721759734
517,tvoroyri,61.5556,-6.8111,11.23,92,15,6.78,FO,1721759961
518,gargzdai,55.7128,21.4033,18.88,80,93,2.31,LT,1721759962
519,chengde,40.9725,117.9361,23.4,95,9,0.88,CN,1721759964
520,ataq,14.5377,46.8319,28.85,52,100,4.62,YE,1721759965
521,eagle point,42.4726,-122.8028,27.89,43,0,1.54,US,1721759966
522,launceston,-41.45,147.1667,11.56,87,93,5.66,AU,1721759967
523,ust'-kulom,61.6864,53.6902,11.39,90,65,1.29,RU,1721759968
524,fort bragg,35.139,-79.006,33.61,61,20,5.66,US,1721759970
525,mount isa,-20.7333,139.5,3.87,56,17,0.0,AU,1721759971
526,iringa,-7.7667,35.7,11.56,66,2,3.06,TZ,1721759972
527,alamosa,37.4695,-105.87,21.99,43,0,2.06,US,1721759973
528,las vegas,36.175,-115.1372,41.2,20,0,2.57,US,1721759941
529,chebba,35.2372,11.115,27.65,65,0,8.23,TN,1721759975
530,karasburg,-28.0167,18.75,11.31,35,0,4.07,NA,1721759976
531,celestun,20.8667,-90.4,33.69,54,100,2.03,MX,1721759978
532,peace river,56.2501,-117.286,20.17,45,40,10.29,CA,1721759979
533,muynoq,43.7683,59.0214,27.2,47,0,3.97,UZ,1721759980
534,smirnykh,49.75,142.8333,13.37,93,100,2.89,RU,1721759981
535,jining,35.405,116.5814,27.97,90,100,3.06,CN,1721759982
536,qingnian,36.8456,115.7117,27.74,90,99,2.26,CN,1721759983
537,sao vicente,-23.9631,-46.3919,26.75,68,8,1.54,BR,1721759820
538,acarau,-2.8856,-40.12,28.03,66,27,9.31,BR,1721759987
539,aras-asan,8.8908,126.3033,25.4,87,97,2.29,PH,1721759988
540,kampong thom,12.7111,104.8887,25.55,89,100,1.47,KH,1721759989
541,mandalgovi,45.7625,106.2708,14.99,87,100,10.28,MN,1721759991
542,thinadhoo,0.5333,72.9333,29.02,73,99,3.75,MV,1721759992
543,ponta delgada,37.7333,-25.6667,23.4,78,75,1.03,PT,1721759993
544,brezina,33.0989,1.2608,36.7,9,0,6.72,DZ,1721759994
545,chibougamau,49.9168,-74.3659,17.79,45,75,0.0,CA,1721759995
546,alofi,-19.0595,-169.9187,19.94,94,100,2.06,NU,1721759997
547,dmitrovsk-orlovskiy,52.505,35.1464,15.45,83,0,4.1,RU,1721759998
548,al ghayzah,16.2079,52.176,26.85,80,100,7.4,YE,1721759999
549,touros,-5.1989,-35.4608,26.06,71,56,8.45,BR,1721760000
550,mbandaka,0.0487,18.2603,25.62,60,75,1.65,CD,1721760001
551,jiuquan,39.7432,98.5174,17.42,60,3,1.37,CN,1721760002
552,madugula,17.9167,82.8,27.58,81,100,3.5,IN,1721760004
553,camacupa,-12.0167,17.4833,18.42,16,0,1.3,AO,1721760005
554,laramie,41.3114,-105.5911,26.21,22,0,5.14,US,1721760006
555,rumphi,-11.0186,33.8575,14.86,51,0,1.77,MW,1721760007
556,andergrove,-21.0833,149.1833,18.33,85,53,6.16,AU,1721760008
557,xiaoweizhai,26.1903,107.5125,21.97,98,99,1.47,CN,1721760010
558,kuqa,41.7278,82.9364,29.73,27,100,0.36,CN,1721760011
559,nelson bay,-32.7167,152.15,7.78,93,0,2.35,AU,1721760012
560,lebyazh'ye,55.2689,66.4947,11.94,95,100,5.66,RU,1721760013
561,tukrah,32.5341,20.5791,27.16,69,0,4.72,LY,1721760014
562,timmins,48.4669,-81.3331,17.9,59,100,3.09,CA,1721760015
563,monteagudo,-19.8167,-63.9833,27.3,33,5,3.96,BO,1721760017
564,tralee,52.2704,-9.7026,16.74,80,100,2.58,IE,1721760018
565,maisi,43.0395,41.2621,16.69,96,17,2.29,GE,1721760019
566,phu kradueng,16.8843,101.8847,24.81,88,100,2.3,TH,1721760020
567,laguna,38.421,-121.4238,39.8,30,0,2.57,US,1721760021
568,boa vista,2.8197,-60.6733,28.99,74,40,2.06,BR,1721760022
569,midvagur,62.0511,-7.1939,11.46,93,100,4.63,FO,1721760024
570,salinopolis,-0.6136,-47.3561,28.17,74,100,4.97,BR,1721760025
